date,open
2014/6/10,650.04
2014/6/11,653.19
2014/6/12,633.43
2014/6/13,585.7
2014/6/14,600.75
2014/6/15,575.93
2014/6/16,592.65
2014/6/17,591.59
2014/6/18,609.77
2014/6/19,608.07
2014/6/20,597.4
2014/6/21,593.68
2014/6/22,595.9
2014/6/23,602.16
2014/6/24,593.97
2014/6/25,581.81
2014/6/26,566.14
2014/6/27,581.3
2014/6/28,599.08
2014/6/29,596.33
2014/6/30,602.62
2014/7/1,641.39
2014/7/2,641.04
2014/7/3,650.77
2014/7/4,644.65
2014/7/5,629.95
2014/7/6,631.77
2014/7/7,635.46
2014/7/8,622.57
2014/7/9,625.22
2014/7/10,624.83
2014/7/11,616.66
2014/7/12,631.88
2014/7/13,634.22
2014/7/14,626.56
2014/7/15,620
2014/7/16,622.01
2014/7/17,616.54
2014/7/18,622.37
2014/7/19,629.17
2014/7/20,628.56
2014/7/21,623.95
2014/7/22,622.27
2014/7/23,621.12
2014/7/24,619.5
2014/7/25,601.51
2014/7/26,601.54
2014/7/27,595.67
2014/7/28,594.14
2014/7/29,585.55
2014/7/30,584.74
2014/7/31,567.37
2014/8/1,586.2
2014/8/2,594.9
2014/8/3,588.89
2014/8/4,586.23
2014/8/5,589.01
2014/8/6,585.95
2014/8/7,584.65
2014/8/8,588.88
2014/8/9,592.47
2014/8/10,589.17
2014/8/11,591.28
2014/8/12,576.51
2014/8/13,570.38
2014/8/14,546.18
2014/8/15,511.14
2014/8/16,497.83
2014/8/17,519.14
2014/8/18,491.51
2014/8/19,461.48
2014/8/20,485.07
2014/8/21,510.45
2014/8/22,517.58
2014/8/23,513.39
2014/8/24,498.29
2014/8/25,508.22
2014/8/26,502.54
2014/8/27,512.19
2014/8/28,510.88
2014/8/29,508.42
2014/8/30,508.59
2014/8/31,502.9
2014/9/1,477.79
2014/9/2,474.48
2014/9/3,476.87
2014/9/4,477.68
2014/9/5,489.67
2014/9/6,483.34
2014/9/7,485.13
2014/9/8,481.81
2014/9/9,474.88
2014/9/10,475.48
2014/9/11,479.62
2014/9/12,479.58
2014/9/13,477.79
2014/9/14,479.12
2014/9/15,477.77
2014/9/16,474.86
2014/9/17,465.86
2014/9/18,456.86
2014/9/19,424.1
2014/9/20,394.67
2014/9/21,408.08
2014/9/22,399.1
2014/9/23,402.09
2014/9/24,435.75
2014/9/25,423.16
2014/9/26,411.43
2014/9/27,403.56
2014/9/28,399.47
2014/9/29,376.93
2014/9/30,376.09
2014/10/1,387.43
2014/10/2,383.99
2014/10/3,375.18
2014/10/4,359.89
2014/10/5,328.92
2014/10/6,320.39
2014/10/7,330.58
2014/10/8,336.12
2014/10/9,352.75
2014/10/10,364.69
2014/10/11,361.36
2014/10/12,362.61
2014/10/13,377.92
2014/10/14,391.69
2014/10/15,400.95
2014/10/16,394.52
2014/10/17,382.76
2014/10/18,383.98
2014/10/19,391.25
2014/10/20,389.23
2014/10/21,382.42
2014/10/22,386.12
2014/10/23,382.96
2014/10/24,358.59
2014/10/25,358.61
2014/10/26,347.49
2014/10/27,354.78
2014/10/28,353.21
2014/10/29,357.09
2014/10/30,335.71
2014/10/31,345.01
2014/11/1,338.65
2014/11/2,326.08
2014/11/3,325.57
2014/11/4,327.16
2014/11/5,330.68
2014/11/6,339.46
2014/11/7,349.82
2014/11/8,342.15
2014/11/9,345.38
2014/11/10,362.27
2014/11/11,365.86
2014/11/12,367.98
2014/11/13,427.27
2014/11/14,418.42
2014/11/15,399.65
2014/11/16,374.73
2014/11/17,388.35
2014/11/18,387.79
2014/11/19,373.9
2014/11/20,380.31
2014/11/21,357.88
2014/11/22,351.6
2014/11/23,353.17
2014/11/24,366.95
2014/11/25,376.89
2014/11/26,376.02
2014/11/27,370.5
2014/11/28,369.37
2014/11/29,376.15
2014/11/30,375.51
2014/12/1,378.25
2014/12/2,379.25
2014/12/3,381.72
2014/12/4,375.72
2014/12/5,369.44
2014/12/6,376.76
2014/12/7,374.84
2014/12/8,374.96
2014/12/9,361.89
2014/12/10,352.2
2014/12/11,344.34
2014/12/12,350.83
2014/12/13,352.38
2014/12/14,346.73
2014/12/15,351.36
2014/12/16,345.67
2014/12/17,326.86
2014/12/18,319.79
2014/12/19,311.18
2014/12/20,317.62
2014/12/21,329.54
2014/12/22,321.07
2014/12/23,332.02
2014/12/24,334.39
2014/12/25,322.29
2014/12/26,319.15
2014/12/27,327.58
2014/12/28,316.16
2014/12/29,317.7
2014/12/30,312.72
2014/12/31,310.91
2015/1/1,320.43
2015/1/2,314.08
2015/1/3,314.85
2015/1/4,281.15
2015/1/5,265.08
2015/1/6,274.61
2015/1/7,286.08
2015/1/8,294.14
2015/1/9,282.38
2015/1/10,287.3
2015/1/11,274.61
2015/1/12,266.15
2015/1/13,267.39
2015/1/14,223.89
2015/1/15,176.9
2015/1/16,209.07
2015/1/17,207.83
2015/1/18,200.05
2015/1/19,211.47
2015/1/20,212.91
2015/1/21,211.38
2015/1/22,227.32
2015/1/23,233.52
2015/1/24,232.7
2015/1/25,247.35
2015/1/26,254.08
2015/1/27,273.17
2015/1/28,263.35
2015/1/29,233.35
2015/1/30,232.77
2015/1/31,226.44
2015/2/1,216.87
2015/2/2,226.49
2015/2/3,237.45
2015/2/4,227.51
2015/2/5,227.66
2015/2/6,216.92
2015/2/7,222.63
2015/2/8,227.69
2015/2/9,223.39
2015/2/10,220.28
2015/2/11,219.73
2015/2/12,219.21
2015/2/13,221.97
2015/2/14,235.53
2015/2/15,257.51
2015/2/16,234.82
2015/2/17,233.42
2015/2/18,243.78
2015/2/19,236.41
2015/2/20,240.25
2015/2/21,243.75
2015/2/22,244.54
2015/2/23,235.99
2015/2/24,239
2015/2/25,238.89
2015/2/26,237.34
2015/2/27,236.44
2015/2/28,253.52
2015/3/1,254.28
2015/3/2,260.36
2015/3/3,275.05
2015/3/4,281.99
2015/3/5,272.74
2015/3/6,275.6
2015/3/7,272.29
2015/3/8,276.43
2015/3/9,274.81
2015/3/10,289.86
2015/3/11,291.52
2015/3/12,296.13
2015/3/13,294.12
2015/3/14,284.44
2015/3/15,281.42
2015/3/16,285.68
2015/3/17,290.6
2015/3/18,285.07
2015/3/19,255.88
2015/3/20,260.96
2015/3/21,261.64
2015/3/22,259.92
2015/3/23,267.89
2015/3/24,266.58
2015/3/25,247.47
2015/3/26,246.28
2015/3/27,248.57
2015/3/28,246.98
2015/3/29,252.74
2015/3/30,242.88
2015/3/31,247.45
2015/4/1,244.22
2015/4/2,247.09
2015/4/3,253.07
2015/4/4,254.29
2015/4/5,253.76
2015/4/6,260.72
2015/4/7,255.27
2015/4/8,253.06
2015/4/9,244.75
2015/4/10,243.69
2015/4/11,236.02
2015/4/12,236.54
2015/4/13,235.95
2015/4/14,224.76
2015/4/15,219.07
2015/4/16,223.92
2015/4/17,228.57
2015/4/18,222.85
2015/4/19,223.46
2015/4/20,222.61
2015/4/21,224.62
2015/4/22,235.6
2015/4/23,234.05
2015/4/24,235.97
2015/4/25,231.24
2015/4/26,226.41
2015/4/27,219.43
2015/4/28,228.97
2015/4/29,225.59
2015/4/30,225.69
2015/5/1,235.94
2015/5/2,232.34
2015/5/3,234.88
2015/5/4,240.36
2015/5/5,238.85
2015/5/6,236.25
2015/5/7,229.66
2015/5/8,237.2
2015/5/9,243.77
2015/5/10,241.73
2015/5/11,240.3
2015/5/12,242.15
2015/5/13,241.4
2015/5/14,236.21
2015/5/15,236.96
2015/5/16,237.64
2015/5/17,236.01
2015/5/18,236.89
2015/5/19,233.04
2015/5/20,231.89
2015/5/21,234.02
2015/5/22,235.32
2015/5/23,240.29
2015/5/24,238.98
2015/5/25,240.93
2015/5/26,237.1
2015/5/27,237.07
2015/5/28,237.26
2015/5/29,237.38
2015/5/30,237.09
2015/5/31,233.13
2015/6/1,230.23
2015/6/2,222.89
2015/6/3,225.74
2015/6/4,225.77
2015/6/5,224.15
2015/6/6,225.01
2015/6/7,225.6
2015/6/8,222.88
2015/6/9,228.54
2015/6/10,228.99
2015/6/11,228.85
2015/6/12,229.71
2015/6/13,229.92
2015/6/14,232.44
2015/6/15,233.42
2015/6/16,236.76
2015/6/17,250.82
2015/6/18,249.43
2015/6/19,249.04
2015/6/20,244.53
2015/6/21,245.1
2015/6/22,243.97
2015/6/23,246.93
2015/6/24,244.28
2015/6/25,240.37
2015/6/26,242.6
2015/6/27,243.55
2015/6/28,250.96
2015/6/29,248.72
2015/6/30,257.04
2015/7/1,263.35
2015/7/2,258.55
2015/7/3,255.46
2015/7/4,256.49
2015/7/5,260.8
2015/7/6,271.11
2015/7/7,269.96
